phrase,prompt
['I feel 9a9n in my sh(uld2fs Dheb I 2rOte on the keyboard.'],Shoulder pain
pain I it inside do what feel know not is I,Internal pain
['I have a rWZh and it itch$w Crry bad.'],Skin issue
['I get clusters of pimples on my bqce tGa6 mFver go aSa6.'],Acne
['I fFRl dizzy wneH i make suwd4n movements'],Feeling dizzy
i feel dizzy after severe diarrhea,Feeling dizzy
['I had an zdcidenF and my EounW was ol4n 1hej I QrrifSd to hospital'],Open wound
Every time I take a deep breath I start coughing cough,Cough
iodine rich_person angstrom interruption inch the skin inside one of my nostril that hour_angle become infect and be now fill with pus.,Infected wound
My nose be clog all the time and there's this gluey secretion inch my throat that brand information_technology impossible for Maine to sleep. iodine frequently rich_person to sleep sitting down.,Hard to breath
I noticed an important decrease in my vision when I try to iodine look at things up close.,Blurry vision
I often get a sharp pain in my chest and I can't tell what I'm doing that might be triggering it.,Heart hurts
When I play sensation sports I have some burning sensation in my spine,Back pain
I hve cut my finger because of playing football and I  to apply pain relief cream but it does not help,Injury from sports
"['I am sor%i$d how coir (ntoleraJ5 I am, I am Zlwa^s shiv3rUnt, Rvsn out in the sun.']",Feeling cold
When iodine try to return care if my hair iodine found that information_technology be fall out,Hair falling out
much gets my body weak dizzy. I eat sugar too When and,Body feels weak
My sore like its not healing well.,Infected wound
iodine rich_person angstrom dull ache inch my lower_berth back which brand information_technology difficult to move,Back pain
"[""My kn@W doesn ' t 3aht to bend ws>l.""]",Knee pain
['I have a wouBV getEeem my t*$s that gets better overnight and HUen reopens ef#r day Eh@n I wear dress sh9ss to @ofk.'],Open wound
"I rich_person hardly have enough stength to get up,",Body feels weak
There are are lots of hairs on my pillow in the morning.,Hair falling out
iodine can't walk well iodine rich_person Associate_in_Nursing ache inch my foot,Foot ache
exhausted. I don't feel I do still at and home anything,Body feels weak
I up have shooting pains up and down my back.,Back pain
iodine feel fluid try to semen up when iodine cough.,Cough
"redness, swelling, and difficulty walking",Knee pain
angstrom Is pimples a skin disease?,Acne
neck turn left a feeling pain can't without my to I the stabbing,Neck pain
"i feel hurt, lot of pain in my heart",Emotional pain
I have terrible pain in my,Heart hurts
rich_person I have terrible pain in my heart,Heart hurts
My shower drain is of hair every,Hair falling out
"[""When i ' m Ffivihg my eySd see in SoubOe""]",Blurry vision
bad i have a very bad cough,Cough
hair tonic using,Hair falling out
"Every time I make an effort, I every felt dizzy.",Feeling dizzy
iodine feel like liter hide inch hot water,Skin issue
I had an my was when arrived to hospital,Open wound
crushing sensation heart,Heart hurts
My knee catches and hurts when I knee first stand up after sitting.,Knee pain
My back is hurting so much.,Back pain
I have pimples on my back.,Acne
after pain drinking milk Stomach,Stomach ache
Since I into the forest I have pain on ear,Ear ache
exercising injured got I,Injury from sports
['I hAvf a head Oa&n every s7ng/e day.'],Internal pain
When I up too quickly I start to feel and light-headed,Feeling dizzy
"can't do any exercise, i weak",Body feels weak
I have some pain when i'm walking around my knees,Joint pain
When iodine sneeze very difficult iodine feel ear ache,Ear ache
I can't get a girlfriend because of my acne.,Acne
hair I lot lose my of a,Body feels weak
felt my heart when I ran for along distance,Heart hurts
When i'm drive my eyes see inch double,Blurry vision
I have a lot of knee pain whenever I go running.,Knee pain
I chills and all over.,Feeling cold
I can hardly move my neck. It,Neck pain
"[""My hsxrt fRdls like it ' s g9Ong to exOpoCe.""]",Heart hurts
['is my cut inEeSteF or juWH h@aPinh?'],Infected wound
"Even if the temperature is high in the house,  my body is always cold",Feeling cold
iodine feel very difficult to breathe,Hard to breath
I'm not feeling good I take breath,Hard to breath
I'm not feeling good iodine get infection wound,Infected wound
When think I think of my parents I feel pain,Emotional pain
I can't carry anything I have a pain in my shoulder,Shoulder pain
The pain inch my ear be unbearable.,Ear ache
lose lot hair,Body feels weak
iodine feel something injury Maine inch pickings breath and iodine buzzword return my breath,Hard to breath
itch at front and center of,Hair falling out
Whenever I stand feel up I feel dizzy.,Feeling dizzy
Chronic disease of hair follicles and sebaceous glands,Acne
can't hurts broken. it. I turn My Maybe foot it's and,Foot ache
When I stand up too quickly I start to dizzy and,Feeling dizzy
When eat much sugar body gets weak and dizzy.,Body feels weak
Severe pain in the ear,Ear ache
abdomen along whole the cramps,Stomach ache
i pain hard in a my stomach have,Stomach ache
['I must see a Roc6or i gaFe an open wkInd'],Open wound
I got injured exercising,Injury from sports
I have a neck pain when I sit in-front of my rich_person laptop.,Neck pain
my hair isn't,Hair falling out
"I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle overdo on my back.",Injury from sports
My hair is falling out in huge amount inch,Hair falling out
The pain in my ear is pain unbearable.,Ear ache
"My heart hurts while I'm sad, why?",Emotional pain
I have a throbbing in my joints,Joint pain
pain when there in leg is joint knee my i extend,Knee pain
i have a problem in my make middle ear made by infection,Ear ache
['I TeeP pain wGsn i tbiHk of her'],Emotional pain
discomfort the body feel I in throughout general,Body feels weak
of glands Chronic disease hair follicles sebaceous and,Acne
My infected wound caused a fever,Infected wound
really so read. embarassing. is acne It's My,Acne
"[""My body tFels w3Wk and i thiJo that my fwcs is Taee and i can ' t Dlrep well""]",Body feels weak
I can hardly move my neck.  It hurts.,Neck pain
['I Mabe an jgdiges^ioj'],Stomach ache
"['I am worF&eE for my driving, b#da*se I can bZrelj focus wmeM I am at the whRe., my e6ed Bewl fFary.']",Blurry vision
"My skin color on my back is red, I don't know why.",Skin issue
['I ffWl severe itching in the skin #9th rDwMess'],Skin issue
"my feel where of chest, my on I is the heart side a left pain",Heart hurts
When I tried be warm and wear more clothes I found that I was still cold,Feeling cold
face is all broken out with pimples.,Acne
in my shoulder I have throbing,Shoulder pain
"surgical wounds firing pus, and hot",Infected wound
I feel cold although are we are in summer.,Feeling cold
I don't have full range of motion my arms,Shoulder pain
my shoulder me,Shoulder pain
When I up a my right knee hurts.,Knee pain
['I had a pXiG in my iMee wMeb I was w@immong'],Knee pain
My calves feel like they are tight as knots and are throbbing,Muscle pain
and beating heart is it scares My me. fast,Heart hurts
when i wake up in the morning i feel,Feeling dizzy
i can't breath because of  Cough,Cough
When iodine think of my parent iodine feel pain,Emotional pain
leg wound my is badly broken wound the wide and so glass,Open wound
"surgical wounds red, firing pus, painful and to",Infected wound
There's swelling inch my neck and information_technology hurts.,Neck pain
There is a sharp my calve.,Muscle pain
can't seem to get warm. Even when everyone me is warm always feel cold.,Feeling cold
chronic disease of hair follicles and sebaceous glands.,Acne
"I have a blurry vision and i can't see in the darkness , what is the reason doctor ?",Blurry vision
My hair is falling out after I take a shower.,Hair falling out
My thorax acne interruption out and never clear up.,Acne
I a pain in my abdomen.,Internal pain
I get an ache when is cold,Ear ache
"My hair is out in chunks, when it",Hair falling out
my back hurts me a lot,Back pain
running. a have lot I I whenever of go pain knee,Knee pain
"I am struggling to bear weight on my knee, when i stand straight I feel and hear a loud popping iodine noise.",Knee pain
iodine feel like something be squeeze my lungs.,Hard to breath
"['after playing fo(tba.., i hsde muscle pain with my Ho4h >egZ.']",Muscle pain
kneecap bone walk. My on it like when I feels is bone grating,Knee pain
['I hACe a red rqsn tTqt is itchy on my ekiH'],Skin issue
"[""i haf2 pZiM but i can ' t specify L,ace""]",Internal pain
['I toppled over Shild num0iny to satcu the ball.'],Injury from sports
['dh#n I LlAy sports I BXve z(me burning sensation in my spine'],Back pain
knife The pain in my back dwwls like a sharp knife in it,Back pain
standing less than five minutes and my back start to ache,Back pain
"[""i ' m disSpp9imfed""]",Emotional pain
When walk it's hard to breath.,Hard to breath
['I GFel folE although we are in AumNer.'],Feeling cold
"I My know my don't color is back why. on red, skin",Skin issue
it that is puffy in now threaded of skin and and oozing. daughter an one her My had of pulled opening brows her eyebrows,Infected wound
My muscle in my shoulder burns when I move my arm.,Muscle pain
I have a rash and it itches very bad.,Skin issue
stiffness inability to look right or left except by the whole body,Neck pain
I feel really sad the time.,Emotional pain
my heart hurts me,Heart hurts
I feel iodine lightheaded,Feeling dizzy
iodine have internal pain and gas when iodine Ate Indian piquant food yesterday,Internal pain
['I have acne in my Tade and o^he# problema in my d3rmQ iUke itcg*mg'],Skin issue
I I've a a got to heart breath- attack? hard time am having,Hard to breath
"[""I ffdl like I Muxt can ' t cP0e ajymo#4, I feel ov3rwheOn#d and lJ.e I j*sr can ' t get a brDzk.""]",Emotional pain
My back be pain sol much.,Back pain
My knee doesn't want to bend well.,Knee pain
My kee is swallowing which indicates have an infected,Infected wound
i very a cough have bad,Cough
iodine feel angstrom bone-on-bone pain inch my knee when iodine ascent stairs.,Joint pain
"My stomach ache after iodine drink any sodium_carbonate drink, why?",Stomach ache
i have a strong shoulder pain pain,Shoulder pain
"I feel pain in pain my legs muscles after I ran yesterday, I took some pain killers but it doesn't help.",Muscle pain
I had accident and my wound was when I arrived to hospital,Open wound
I'm having a hard time reading because the letters are all fuzzy,Blurry vision
When iodine base up excessively quickly iodine start to feel dizzy and faint,Feeling dizzy
I noticed an important decrease in my vision when I try to look at things up close.,Blurry vision
I the energy to things that I used to,Body feels weak
My arm hurts when I stretch arm,Muscle pain
"[""1gen i ' m qwakW in the morning I f$e? strange and hWv3 v#dYigo""]",Feeling dizzy
I in my chest,Cough
I cut my foot at the pool and it breaks open every day when I walk on it. interruption,Open wound
"surgical wounds red, firing pus, wound painful and hot to the touch",Infected wound
